,Curso,Repite,Matemática,Física,Química,Biología,Historia,Geografía,Filosofía,Educación Cívica,Literatura,Inglés,Economía,Plástica,Música,Educación Física
295,A,No,82.9344553437636,85.81387534008385,77.73667990088967,66.25842635348408,87.99000232643975,63.931957909202694,63.44107223615576,55.40003355155219,82.21219845962159,75.1349331009308,80.33547070596764,87.31868535917171,63.710562882909024,61.880128443696535
1278,A,No,84.1874735848104,58.2364805496391,61.0244613729096,46.57693296561652,69.49887311247134,,61.248003830082894,62.66981259327862,63.66672361005484,66.00924063412205,80.75322697304642,68.30857268302996,56.82429506861963,53.149165462623316
2441,B,No,47.31118373925244,41.235548787941696,43.822949465047834,30.91725029680548,81.68865426684629,74.68871346655409,70.02148439196512,59.381692386779896,78.96634649717615,65.95588288380307,54.88653849372402,66.26984035148101,72.80042668039063,72.88260556877819
1583,C,No,77.38014898145099,76.67763695405704,69.59531794164025,69.98836922539334,84.11224355753102,,64.00831054425004,63.62974974749984,65.3242434878532,85.93560055603443,76.82876384858447,58.549061456087685,73.90070488905684,64.18581490907279
2114,B,No,72.18990154201629,58.08402739492246,56.678826994179914,44.77443564244374,78.97857847724023,,68.68769594212432,65.11588466004112,75.08445713509623,74.55965622948453,66.40376480988553,72.28747482083155,72.87208583035596,63.3465335528177
1251,B,No,76.50073066400454,69.95791753173197,66.32793404384853,62.02250267238365,96.25490521905432,67.55225318476884,60.07201819612078,58.26053475375912,75.10479130092078,69.18480038545322,78.06463947233169,77.15744387934836,72.01647508825596,82.92322357448668
1499,B,No,66.55084767798388,54.933852986499254,55.16718952414427,47.66995072169511,70.07717173551424,52.594543473825574,63.48057404336747,46.51810670595696,65.06032811096206,62.956455207325604,74.95992297516528,66.95276967869391,45.8530756206565,72.31144423838937
2096,A,No,64.95612322983521,57.623708215029495,58.73299570149081,48.477646471004306,63.02577494461405,56.82557858629854,51.81673655728087,56.727452907180925,71.43028432895207,73.08152633937794,76.84237089707577,82.90900365382507,59.425010470840476,60.55754494638301
2031,C,No,82.92738927141764,71.1896299315327,61.872819865854744,56.012877458416135,77.80674512794927,73.02943808073813,73.32977778487721,65.67873734473936,70.93970384967223,76.93486516447855,90.85775302223176,62.63682044983243,70.43968132723963,59.377356171731826
408,B,No,79.50481554224734,75.23500005932691,65.28016181192223,56.41683680406738,86.7269767071506,,82.11667549250436,63.733788248649674,62.00126618144202,80.0072718738333,79.36256333721973,62.636097609338954,76.23064522350019,78.76934685081652
1064,B,No,49.18708555198153,42.25626612358441,43.731130729560135,38.196379958688695,86.04212143574026,74.95660479155929,71.14400131545291,63.56309999097676,67.57988246750013,66.30990850413885,53.680047177001796,76.15525045613902,77.01023697107328,69.89426667191195
458,A,No,70.50575506262584,59.704472156555944,52.81606371709635,64.51425064507617,63.58945079712293,,61.74124697845954,53.42073500906739,68.79300446009395,72.68904976243888,69.71135198385812,78.59402077312816,57.38211694711104,
2252,A,No,74.50516037920951,64.36608206551533,72.01874104687639,58.177991978744124,67.61971011873702,,58.98471977302471,55.992695870638414,62.50884182406255,64.21951196796454,73.06789302192367,72.02034035417545,61.330038902006294,60.68234736633588
2244,B,No,68.67369697630824,62.2276903187878,54.622277883337574,50.86313334200584,53.58363658064115,46.88192901238,44.750860691189395,43.029850776789885,68.84216242615845,52.02426512201902,51.94335767304365,68.01827305243393,52.36792659838099,84.06458548594284
2299,B,No,63.77991684831807,62.09132604535923,62.48665159827647,54.416034530294674,86.28196486636399,,70.29859967869601,65.28645781801161,72.82885535501296,73.92124156159532,61.44496775866329,64.63273466142837,78.00592013158351,
994,A,No,75.57403880332805,75.79979513456126,74.19667168291711,66.2308543979216,72.4950335552267,59.62526239774898,59.31736377619441,56.34340928146135,63.54110138892749,78.30590605999706,52.74544754415852,82.28329476528172,60.5326453954627,45.190742794926166
213,C,No,71.01248957926809,68.61665460510355,70.15297858157619,52.18431236239144,91.39352151428315,85.79826604798062,75.33503443448183,75.97539656644555,63.58081176337868,88.21981869611618,77.00568708788578,45.35617851614795,87.35427868215636,69.30276603876543
590,B,No,61.38035556056395,56.28970946528062,51.99522539767062,46.96457821660416,85.8718258392339,75.25038349710175,67.71317171356202,67.92747685129422,61.21304683573695,69.27934084706592,56.467146308206935,61.10468707629105,74.30805549074704,
543,A,No,88.35154949257557,75.36165446295593,60.95070283101765,63.66485845059356,85.15277662039834,62.68223814458421,60.593952092790865,53.07331584095031,81.4322218505948,77.11124490732468,75.94108287515459,73.50453744818327,60.494053130781126,55.9043627226475
2274,C,No,63.54040893324228,57.158123122732306,62.61785680929548,47.24669124373831,106.29893632310588,,87.34298738970304,88.04163730945372,74.15729785318153,82.91536862888057,66.86393636680802,56.43671309318459,100.877395720967,57.64639512708378
2115,A,No,79.6988657280399,60.60675638801318,69.25625079904626,51.0719110036365,59.61752467154117,52.49697347379057,49.903071511286086,49.697678324478716,59.017770633168794,63.40968030003685,70.34698989193787,71.06187486075935,55.78293047496257,73.93412614865056
259,B,No,57.45695698998275,49.308465516107375,48.054403348376326,37.88333444372762,80.78145902379987,75.62171057121324,78.95000384801757,59.05217259969008,75.00235753823412,61.63302547020391,50.93616380692269,67.70609752466275,79.57855439252012,
833,C,No,66.58445954982756,62.793215248359886,57.187410243424054,56.687603278439475,71.86938843333057,73.99812315067773,69.34908048525594,62.81526231440294,72.1401869150883,69.34022937552228,65.21815002836513,68.23800513616418,68.08625731337904,61.67180377869319
1824,A,No,73.16283987794723,64.13359609575805,61.99127801425111,54.61529604083878,76.20882130975873,67.81321719212104,55.89191353298816,48.10494849919645,59.55332234356847,68.8814331430469,70.6118298344516,74.66427088958898,65.16354749431073,62.260285505209986
512,B,No,59.67256460172176,56.83647881627482,61.596059892436784,58.5376128795767,78.14573132329453,,74.06441009960635,57.73689137841328,73.38306220342864,63.498836982228696,67.13476320753736,63.928814893859204,76.64110728822753,66.47402563331948
1556,C,No,83.1497166904542,77.65034542509666,73.3354542901615,62.55058675173881,77.87922550817932,65.78303791387854,65.95826300723844,70.54671593711207,57.28973086596411,67.43429527920296,80.95908666859762,49.58369263383899,66.80713588459794,57.09179855851624
316,C,No,82.26467210781865,73.87246816877332,71.28407405232085,72.51981946124829,66.61846138253226,64.01003934715897,59.80973205949399,55.528797076041165,59.760888270042024,83.86862078400654,78.08000736694451,70.2577407714345,59.70366319714839,62.40129430781171
1426,C,Sí,59.84310035270398,68.40729053657346,67.09962183948946,45.12594567076886,58.76813682236376,48.39864261805824,52.5680610387092,41.58153662558104,62.31236548356209,66.89345411368754,61.826200453169086,57.77603535347017,54.787678856531066,
2134,C,No,86.42947783571528,74.92011013348554,72.52462717611269,69.79451810867954,69.07354810440884,60.40666618192025,60.707510346848665,66.97438034637936,64.51338702648566,72.05692839526318,69.08716173461345,60.98960188095081,67.77823749983922,
1053,C,Sí,76.99703209223186,72.56801174228994,61.0016415959543,50.30777825501667,55.857494243350885,,59.268300681359875,51.12443863997541,50.29294267362137,74.76097232589018,65.11529768008832,35.81407307794263,63.83770077521123,61.31132634498218
226,B,No,67.01848743333598,53.07096342492955,48.67905593601374,50.46408905040354,79.22210366210788,,78.10287691752055,74.13519087482074,56.04456092326513,70.37701128545885,72.1713782395752,50.518604134344535,70.51615224080979,
1617,C,No,48.890714785949825,46.83285625481177,44.555706910112356,43.57814640549532,60.45232302459148,59.831151773887235,54.15502292877883,49.640475322238935,52.89270449082419,63.10293241726959,56.67883819490093,58.712046595955805,55.180401155385944,61.99434686481848
938,C,Sí,81.1344821660817,65.66758430541866,68.22426381713714,47.685432186628596,74.3860914125913,,49.788153224963786,56.432086548414404,52.57282443696468,76.85230676647629,76.75563337404768,31.300698674565783,66.97669737455959,
415,C,No,82.89271127507782,77.88657998740563,72.60427567509836,68.09342319608443,83.37103754062935,,72.75008658977904,57.398393739755264,66.90519326789477,89.53475775771298,85.94465907490316,68.70602411175742,73.41590036522526,55.44281926623402
700,C,Sí,55.848923834925664,77.59912906409585,66.86416792597954,59.8287672224135,57.95045373527472,63.23761678909416,54.41619374887453,52.677353748617044,59.82277509235657,72.87083934500663,63.11333568113402,53.73047594835591,63.42780643330475,
1753,C,Sí,69.80294935104243,61.05169769994033,49.289829936870966,42.0799240218638,62.63614746089945,61.798463519061904,57.588529404569165,51.69452161324169,65.4655029121334,59.35826283271869,48.271710797501356,66.5441344240488,60.64132299839843,54.85524357929157
1710,A,No,94.32664431325809,69.33000220113509,71.65960987281103,78.73091224274155,68.79311016094836,64.7666332884236,55.55036620460569,73.03942476025176,65.44649971099612,71.8154632488422,78.60232247718972,56.84540906864973,67.18533634330903,45.45116390962697
919,C,No,83.82737007543987,78.60059342107508,76.29305730870219,68.85331061738542,93.96529683221311,,90.71291662197063,86.39542310533211,75.0991375805874,86.71463746823369,81.04834665365601,71.25619032561808,88.81879625367901,71.92420659681936
1846,B,No,80.60755371018305,63.67924725212849,50.100407168608044,49.66563766960175,84.23279604456671,75.39985850041468,73.87517649295668,66.77838994895976,67.40953975812417,73.52244197130204,86.20047267075026,63.310879651127344,75.4135136646774,
819,A,No,69.04126552686286,62.66480642414618,53.73872360882075,48.118958430240205,71.87445573172955,62.06892639076174,59.1626519446318,57.537483613573876,66.46828207211544,68.21672782864243,77.10461226424381,70.81784430840472,61.86746567515954,45.16432848439945
824,C,Sí,59.69720118420418,75.54966176147774,72.1571034505717,59.89868571953888,58.65725161531464,63.37782472465878,53.62247117664813,42.139565064093375,62.62013106442533,75.99614755745822,60.3196037772263,51.82152663131493,60.97198401914238,57.86837802241997
625,B,No,66.10855245875825,72.15861604165285,64.06945458471432,71.53074111463403,79.22748833243408,63.995479079237306,69.2412022387195,62.6418109991963,66.31383306012759,61.509145905034195,55.79513347572296,70.14357244950786,62.22743638322891,56.88977906765207
513,B,No,83.54582153477674,76.55094329702396,76.36616124196307,65.13466854982856,69.45148191004097,,59.32520910717393,52.62963268137595,65.38743413551191,73.36532706503502,68.30043518060484,60.054413095048425,59.85914178433512,62.428190406466264
1186,A,No,77.92335870850503,63.47644288739332,69.58206526361057,54.09461532747437,73.62355594130445,70.97999358056038,74.36295366408805,60.03419727423658,70.82279286201691,70.99471741526075,83.35253853356349,86.71462623985335,72.87045818691786,57.89014144724988
215,C,No,69.76297159614401,67.18049021623816,69.57729002174852,57.81740653583853,80.95491495523908,76.36704501670556,59.61885278009322,65.52762943092193,56.80900424813894,87.83920943746358,80.16095232690662,49.33375488541665,70.55808785671182,67.84646089521158
94,A,No,76.33220933573138,71.27458643830096,74.36280011988661,60.589844891359434,63.023847509628936,55.256478111333614,54.21036949617227,47.37617765712664,60.72748188485667,64.24747304134847,70.99375747038853,80.81485557224688,55.223153244955824,53.192555228403236
453,C,No,76.45881030393943,72.21443041043848,64.48042306405522,61.863084198726106,82.71541721141907,68.83465347977123,61.74167318288267,61.43981715237139,64.7689317735764,82.79212506338264,74.04272179668553,56.90020604550087,72.97105786397755,67.32647897330222
1717,A,No,71.94212831365215,54.62895455741662,59.53082092711726,54.145485823231674,65.90919802144275,62.66836923888569,55.66506021817979,46.19448054604491,80.52597763086278,66.89101967743566,69.9600599214785,77.14929013975099,63.457881923477814,41.126928539179666
1791,B,No,68.09150126303187,57.134570319178636,58.90757681180164,50.84317989041441,80.91119638467053,58.30917407889095,51.85939066945385,49.76994009085616,67.96819250624155,60.69786760007749,69.3966591712005,66.76726231514529,61.90824801968485,62.91821765888266
490,A,No,63.03178532107954,60.239056043296536,50.483881001625335,48.48376872365321,59.323131583085015,56.51741315378034,60.848987427058844,50.068973393127706,63.72852156632644,57.1524043377791,53.389505979165634,77.96510914556545,46.5343025932407,
2366,B,No,55.717141411608,58.22199777563121,53.04981532878549,41.2749249613378,95.0520221369676,,67.58342898884293,62.08404994549642,51.20766281341635,68.63811693936599,68.24944853986457,72.48346180153541,75.34730387349178,58.55972427429335
1784,A,No,78.8814082663379,66.19429304205977,57.10118723769131,62.64559364650281,76.56773392950647,64.09569927053663,59.64293801676408,56.54302112225791,68.42405768893133,66.96746356015746,81.92434573637478,75.94246124086487,58.65434867975038,54.818819778454504
1668,A,Sí,63.52977906672912,63.47284990818639,56.398703671545356,49.160509058661475,46.95517971734654,45.44692376751169,39.458360516116954,39.30056205704061,68.68028950115777,58.271342598681116,58.90638240617986,66.53797398602498,46.11742161506194,61.26223770084852
322,B,No,49.623268873572556,42.79488669415667,43.904544232996216,38.21008410672555,86.3710158906548,73.84190289758943,72.9789364636514,65.88486354164955,69.05493470467151,58.80887406706116,69.74841879919524,67.7972409844802,78.55722086569861,81.71017451160156
420,C,No,64.92003392856988,66.7817086004529,63.91959838558311,58.54755245801422,98.79893906294356,86.07523611419572,92.98642424245007,74.48493117715985,95.29315225543057,75.64959262833749,80.40821103977254,75.52396599607124,92.11816211064281,63.31943014124656
1649,B,No,58.44515166821528,52.878083084260105,48.257743179481544,49.856611469207586,77.84394427170729,69.74126396582444,74.63136938013194,61.35947676414513,73.78184946318228,57.95146725272453,56.64965638584333,79.59173043268856,69.8319357285971,
1346,B,No,56.20529549232097,52.90944362657372,51.544748889783676,41.20256113151204,69.04211249245978,67.09453474936042,64.03063860703075,49.84917025759315,61.278330300603066,57.972219620946596,61.44016561347838,57.710392104331106,61.149680161677885,68.86041724774675
2000,B,No,68.6254702220548,69.87217456100353,69.64664853618378,57.76261923430526,67.09456314743599,56.82637181677875,55.64509160341126,44.83056327504586,67.7593628026761,64.71313048841456,70.63750648414428,76.25571806585393,54.62945852498774,65.74180892520972
1485,A,No,77.46750463065912,66.16029291373329,54.43831272859058,56.68489261774815,67.54346312928342,,62.29019485051664,52.185569401473636,77.02084166884397,65.97259223093741,81.7238743939744,80.50922760606542,65.66265543128156,57.9104016330943
307,C,No,73.19932223085257,73.82815482218143,70.66424848483763,71.2726163309239,75.96509129459349,64.25314866453422,67.13309693176039,64.23203278331961,65.782669161821,68.6961252503323,61.488706696219474,43.82655937181394,67.00375910304254,55.067865552190625
1317,B,No,70.43374925522458,61.79759012327765,66.57197986015504,62.9251823163212,79.58802208017715,,79.55358928766692,65.72042348866144,69.02454218339747,71.34994573928532,78.5346939023126,63.95089669505506,72.14632165695843,68.78973399662739
1435,C,No,55.06283729248647,55.56248008237791,48.12400665024227,54.349416976280196,65.09859311004347,62.38830390962917,66.26291575946485,45.37319543712444,56.00903822756802,68.5105053919562,53.09358617899454,65.59393514882264,59.49793015963842,65.4599170955812
1157,B,No,62.95784536695979,63.9570422655135,63.1291436344182,50.36315463207212,85.09643596837354,75.17293270941167,61.7237882580665,71.23988827853547,81.10818636386043,74.40166472824696,71.02027270433578,71.50065965418257,76.18990762097043,81.56743253404207
1882,B,No,60.0038102168398,45.33995824618586,42.54177167134347,52.61580344516996,84.58687014209006,77.9846558072183,73.02423451023425,70.77490500724178,66.69242430137173,56.084041042368995,61.884398804699764,71.85276633516898,71.44326733596218,72.84668323193108
2306,C,No,80.26052187574054,75.09590112902711,81.18130488245711,66.02205967452089,65.98203223528034,60.58894924113093,58.89975022731469,50.63129271949163,80.57630604352188,79.88246878103078,77.23904461209791,70.56448268421876,64.15176035251217,
600,A,Sí,64.8720492156862,65.56987541078682,58.62628672333884,40.84586215747175,63.338991768487645,,60.59516813168167,61.85263448819946,69.47493550731788,70.51887669910201,63.95715942373994,78.38710772761782,65.86308052137018,72.1105893181486
1976,A,Sí,74.84797187408887,71.81884001403716,58.38748366376224,62.33742187352439,44.18972667675686,55.75938998995618,50.88365909432491,50.53765814559996,71.7032574272878,46.982701157646574,67.46015588695043,64.33588889763558,60.671588304169966,56.24436087096173
2185,B,No,64.7608380300203,60.05835878014803,60.83765157944519,50.81170284866945,84.602790545165,71.93073416484242,66.6931934998658,68.65740450107266,67.63401061209233,79.32538538571941,67.58770598225007,65.94825626399623,73.03411717187605,71.35718393392114
879,C,No,77.73574219778021,64.8212680913418,59.99605880673005,57.136403716630326,64.05031486061489,63.937001392760784,64.32910454307857,59.823103430629054,60.20349652972751,63.62773506269351,64.63972476087665,62.438803187387336,61.36916030798223,57.227290726662744
494,B,No,75.3705983884121,60.477150497421526,68.66649744443939,51.524430585201,82.27264295284382,74.59301663315868,69.05624342727783,60.88738660242432,72.43023945058395,68.13610860276945,66.27548466307971,61.14577173791093,75.8775754718238,77.39953163603693
