,Curso,Repite,Matemática,Física,Química,Biología,Historia,Geografía,Filosofía,Educación Cívica,Literatura,Inglés,Economía,Plástica,Música,Educación Física
2131,C,No,65.81622563540563,59.84063178923378,59.22096008852531,59.269470150158774,69.56484099683877,65.97384254408358,70.25332937555152,60.966029508016284,67.6147214686138,74.38904959697612,68.59247433114268,68.17694805327481,66.99090280770861,68.62869806727969
79,C,Sí,76.56813888799972,70.35452875793989,65.44088077063184,45.59688923122632,70.1336141390479,62.970585433803784,51.49647052767714,56.028765721892945,70.09763234727173,81.04596124990178,75.5247663137449,58.51056238374075,61.70515274710897,55.12416798075365
327,B,No,47.676270754184806,43.092913877713855,52.52955588866838,34.27705402576577,76.12024137817225,,62.82879614286248,51.38741864131631,66.55440432643243,60.03094410815303,53.535449792495825,64.94463561527056,65.2239510402323,108.6185133124922
252,A,No,75.13319629163769,68.87822794364928,60.7086999270631,67.58525198959752,92.23734267839245,61.90821039935505,49.06987722873042,59.56149958576873,80.76688347464969,71.57553446753344,73.3948631523904,77.02621909009606,61.086054673228254,55.23717768467995
4,B,No,53.74988738995043,52.68256933395176,48.48815688453824,48.321094653659394,78.73318393416534,74.68370326253184,76.46594201404287,58.65513674161416,74.16940053250337,73.08838686270536,61.830409461651946,60.404972302470156,76.97880038474221,63.75402635464352
605,C,Sí,60.70691022293954,56.06647710462165,53.977581810774794,43.30035215239,48.079314479037876,56.45715689955359,57.50945326124316,51.13677776314728,56.470312433672426,55.58872596687494,41.05214299813865,53.96545852853562,58.79688027087298,60.16632939446245
388,A,No,86.17290500948809,85.17775255283215,77.30651642180504,82.13813849961106,71.53310838257026,64.44777268287822,60.6187837212286,57.54835269369734,69.28951913022438,80.34543324774981,74.03813905014431,87.1397422737,64.30416265401927,65.16246500793845
2388,C,No,85.63403377641575,76.74206917984668,73.98526457128393,68.6029187695673,79.83738738090881,,66.47779817423984,62.57530008658463,56.88407126144105,87.43061262333426,87.27722339161333,51.19225984856064,79.47153796846811,59.79104309889777
1089,C,No,71.5501958585264,60.20169647727183,57.5474644769214,60.86982658030409,71.3027431445694,53.77461947530992,48.3392338130106,51.57091147944921,64.75299990527661,59.27100093558229,64.78710181704894,67.17619156654263,61.78188987165778,
2104,C,Sí,65.80308878540323,71.78192395086688,58.82639484678231,58.548287113312355,71.1982989272825,,65.64607677062705,48.0273780547625,73.85218085234537,80.10158839909568,73.65648912219058,53.3373226196643,78.73133189834903,66.61652445292539
204,C,No,64.20269389611232,59.979626722719836,64.47040747766253,48.458643085494174,79.81824682862157,75.46326245138155,73.06260262616469,58.9804600799911,54.833877163419054,66.36000214697519,66.41604509521328,58.96580186802381,69.458777588243,62.17921981313484
1162,B,No,64.52526584143538,65.83137487056996,72.96209977689536,64.13195643223222,71.48267919921264,65.88460121200346,56.885077885093224,53.68362553918118,65.39391316848221,68.79402312720805,61.574286584584364,68.92556068257414,62.40837988764144,72.4759685897053
1139,C,No,72.43512694073564,80.99395264894123,73.53902738929985,57.63420616933334,74.604570648318,,62.057433511189764,50.30516405627846,69.83520684440283,81.79373925834703,73.12332160946744,74.53939848164096,63.389929880274764,70.35882176885042
1544,B,No,55.42085453857437,54.57188889786864,47.1502568709377,57.677755862861176,82.65462397914908,69.31455542558265,59.670111021162676,56.79839004801236,79.17602772980766,67.51067712462017,69.65477347962867,66.59250917868404,71.36751440679213,84.88448204052996
1011,C,No,94.2802626788675,75.89280100185972,65.04939263823073,66.39103782039406,95.84441295071609,81.42593454501258,79.35848553977397,68.20749840232445,65.62850664367271,80.9939187330202,79.4597024582275,65.34008501169181,80.52049296253804,68.72488465472853
1886,C,No,71.71331255625839,67.57920099967029,64.47102592105247,50.94652001377477,87.30574841722493,76.56928359868769,68.90594769331172,70.400675253215,83.2630040583179,69.2126438642653,57.721503320511744,76.75383764700211,75.69282010445296,62.675789223397956
2297,A,No,91.4928471354572,80.75579417670784,81.39672891801226,75.9026341807241,62.797232714529194,,52.70011811990774,54.822934995250314,68.24724790432545,77.98521566235429,84.36702138400085,64.00835626866156,66.14011146973154,70.95964195208268
2167,C,Sí,42.584901879605965,49.68411723275417,65.65881308639673,40.95628413846104,61.669657257605124,,60.901336856950195,48.52289930332548,57.57339099322807,66.95965080099293,51.896103912103754,37.01798035778674,71.60882007813879,56.93795097660382
1869,A,No,61.4730089827548,55.5526781568983,58.653730145714654,50.04518151659017,83.84863018480887,60.26072541393262,62.8375681748031,54.31196622977135,71.93483171417647,69.58644089153132,67.27856384018415,74.59549283448288,63.28989962127685,69.67720472685149
2476,C,Sí,61.52319614281681,61.881329971895404,51.22057454786686,47.943432982774446,55.641004467972486,,49.39351350157925,26.097866514633058,54.81263853332383,80.6109582485555,60.25693169002254,55.3393253209387,55.80689543955114,63.9736964920807
59,B,Sí,52.2789376444744,46.134146893765084,47.01483859006531,42.58880373153456,46.82085646073521,,59.43550612708489,41.64982903039752,60.39415495428614,63.33356099955116,53.204812380058925,66.01096963886278,64.84650576194873,64.72095337241295
1394,C,No,62.775203991536124,55.512863172908666,55.26393364852632,43.045222187447855,90.96991627423229,,72.70591296058276,64.79120407883647,72.06576402895098,74.74269831033124,72.56646888023418,71.61792214785105,84.20516038308554,
788,B,No,60.658786461838694,43.68139397925751,43.35466278056292,34.80949063696735,76.84856879053198,64.60893463278525,61.18778368250454,54.06153987716634,63.846795197398166,51.83658639463898,61.596740517692865,63.981853564553695,73.69512912716993,67.23950792751302
1164,B,No,38.29802640718711,39.976669851590636,45.157341049722945,32.26265222601223,85.44897900790197,76.05850151644434,70.36170423536637,57.9565873453564,72.51011155920698,57.296370941877,53.34928897541574,81.59823363925437,73.81995623115205,70.54815547160914
14,B,No,50.636579726299104,47.325823729859266,47.52377070973369,43.76274853680135,62.136265292438495,52.07954057990421,42.70164637602531,47.134234372946686,64.49507534454712,51.34254551697766,59.54139235865659,62.66191385318462,49.60950552845205,65.32490053016029
1157,C,Sí,76.84999455957107,75.04709556420778,79.12755379215959,66.8117886032794,71.53078423361083,81.86503939789661,82.80573196577065,66.09318776782541,74.22578231240736,83.4813332302577,67.61825423756653,40.20391581957915,78.37331639020795,68.33342132959565
29,B,Sí,45.23215090316543,46.854045001761186,48.84015178520376,40.613731180492124,53.067187976283265,52.671887839393136,44.770289597062416,41.97518731488624,71.99241050290362,45.102797924765895,48.42182384417497,67.25580012924648,53.250091339349304,79.04245130790429
1357,C,No,75.90615736349412,67.49230620470533,64.32994384143193,63.75874339736253,64.4359032186353,56.73456740767325,67.05567820130929,52.71414470604158,68.85246190551379,68.28094118361099,70.54315353198297,73.06679704086541,58.23845721895448,57.914989244448634
2311,A,No,94.68228622448879,88.38905754744832,86.87852678521156,67.86457353811912,58.39608180967019,61.5554499430227,58.59553859720708,53.76355294395513,73.13742891496116,78.72132686510155,72.6409787587477,84.70125932473431,56.24628097482808,
1013,A,No,81.34188743250583,82.11861190185937,78.29303783856605,64.98713176406136,74.02587785228809,59.30556695878498,56.92199113877389,50.935479918877135,68.02143687508155,71.82350743493076,76.46854282018862,70.78041015769486,54.76294026389307,68.08765319981384
1359,A,No,97.38738657040338,79.71614408721227,74.40821901552938,64.1987833237647,67.07630258787634,64.92196489009484,60.999282656155565,55.446436274886636,64.35804150032646,79.29681065734343,86.76773743704373,62.08602164640408,64.12920567680814,
36,B,No,50.1125152262034,49.40399229748346,37.45991659997901,37.664261405902636,65.08661958265084,70.67203372480358,50.97699354747961,56.896659743676615,71.05460034840529,59.53809928556873,55.03117948642378,66.42626199099765,66.78757756773149,77.0074984551838
1518,A,No,90.70015034203888,82.62775633233557,83.4658308093407,78.5036375569584,70.02139754741245,58.38416075235611,50.457921360297775,62.21138299016738,61.004948024022056,72.83899660330377,79.62156631097363,76.73979284131669,64.42479553252518,52.42719684405096
1406,B,No,69.90174199531305,60.06073019970944,65.01097367300805,55.04728868494803,77.73726655358752,79.73737104828291,66.58495310331068,70.5405810276083,70.636803933029,78.08746938220659,77.30140988251154,79.1864062874253,81.26458023815344,100.5899739652949
2460,A,No,73.44086040910722,60.44880277191155,62.28760776723968,51.2628812900296,75.08698254650088,,71.78233646386391,65.62369440354429,76.48244739594891,80.35349415912728,60.25019583915449,101.4692878128453,67.15352505589159,81.12034303594697
2457,C,Sí,70.82161211309833,66.61956398402491,57.98946691019167,48.82991216754168,57.722008768699325,54.25065268784666,54.84330296026924,47.538682983634644,53.154854858631204,73.10618366523694,53.50807437256237,38.72613826963221,60.097895269956226,64.11935091975417
2317,A,No,71.81371295126652,65.3771643089765,65.60445845792194,59.47500360469011,68.19559454449265,,55.884551442953466,75.72883490392202,72.7222630279238,70.64086478888818,76.2296261910193,72.3245686289701,54.25708095972221,68.21679658726765
913,C,No,83.80272962800049,69.77696714015768,63.76816537458611,58.248633217244354,66.43404731583365,65.17720184316823,54.00005420159136,45.66980873903736,54.19662425174874,62.53330106313845,71.90125587200698,52.69663230011223,59.09653942269001,
872,B,Sí,45.777882700052494,49.23931310043489,40.90899735802699,38.24482522157445,55.17647345452316,,70.10586344053232,45.4043508481016,59.13447981288089,48.355635773802135,50.29729841334096,59.40606350486727,66.0461713215446,67.10400801641869
2067,C,No,73.27815967419622,69.99941743238695,66.72732821861771,65.32153692009733,90.669675837744,90.96539819083428,85.53300116586028,79.1191551925891,79.9350241333001,92.07329903017137,74.08506987730603,69.59799221203879,96.76414834442942,65.86049266205062
2083,A,No,80.67456014118052,66.63182273388996,72.06394744215909,65.0324064632029,63.54930601753279,63.76622430298893,59.23227042088999,49.07929537232303,65.46763916245862,67.53571152826001,70.61501211490827,73.0634544695925,63.55268709346981,
490,A,No,63.03178532107954,60.239056043296536,50.483881001625335,48.48376872365321,59.323131583085015,56.51741315378034,60.848987427058844,50.068973393127706,63.72852156632644,57.1524043377791,53.389505979165634,77.96510914556545,46.5343025932407,
1786,A,No,68.3915015063161,61.46719807474294,61.98142386551049,56.74841927182366,62.38438984760959,58.982535702118916,52.268481812064415,49.18821580868057,69.95687532881466,59.66509746131763,61.238892370590904,81.4359392176752,60.01638877856175,41.338355354099434
1929,B,No,55.50079025969939,57.1160116695022,50.97879970849016,42.986124342241595,68.51607309260686,63.397117040823595,64.70323978427204,45.343322323481516,54.887677496648024,61.52662399774749,60.248013799361864,72.42882405197577,61.42104404573836,97.65480122827593
2211,B,No,34.09914215704405,34.87447966646701,29.840362381614156,37.698138329550886,71.46509646155296,,64.48905916453178,58.421222943584766,59.61900757090072,51.168615670648364,45.51030534159379,66.3051796351405,67.69748651131928,71.69530257174868
173,B,No,72.32833892529591,56.583939798753086,66.72162557987113,45.90482782397771,68.2137627300944,,56.85292559554318,76.26736553785837,68.11630037326725,66.43521143996078,62.379884248364874,70.19448396266206,66.70964290729053,80.85338392722237
1845,A,No,75.35981075523388,63.97113744038476,61.618028390689254,58.14679736059001,52.69476920518592,55.480600135399996,55.854013784411336,50.82329198736237,71.6101740976495,67.93035708838654,57.056112040508125,74.44898648461933,53.4313675868469,32.82604461964077
1530,B,No,86.2139127546113,75.79445786333434,77.36100071162637,63.39799294187115,71.28259206844427,65.69694249476143,60.01617634908256,57.300000578779176,64.55786409229782,79.35362141656178,84.99951256868472,70.83629159959605,66.23595601529149,
2060,C,No,81.44236541252538,77.94079243481735,71.81060609838627,67.37778261971691,90.54097536349619,78.5649702112171,73.12233126142593,58.3806652059108,81.53607575051598,64.82356804619863,76.11068016827996,71.32223307503023,72.85360297753455,64.54932216888162
1310,B,No,70.90601976940822,60.5843376058456,55.673985757494165,49.89205370143452,85.71036454539977,72.6847175182092,69.96035054944282,74.70295539494948,71.65938781123978,61.8732894341409,72.26212083101338,64.3799254040312,69.62140813613145,61.60398662977725
2002,A,No,75.42976435636042,73.08694635459906,67.385351583133,65.38412086521552,56.95670141152214,61.47848134888072,52.6124926227055,42.710246411251845,75.4350314547386,72.0662317493528,82.1101613049666,88.69140323468373,60.76373635331951,41.78595655576093
1137,A,No,70.47816648465036,66.2504777717964,65.1133991745305,59.66199195488545,58.24583954874599,57.692322120028216,63.98116029197145,64.92920300396922,68.15142386268839,70.2390052273354,64.3906156766244,78.40443097933226,54.71241725358735,92.13400059883111
773,A,Sí,36.6869480966054,61.59391615895623,71.49627008333633,49.48184275203799,55.600636636410655,,43.89165108493692,29.57798826453859,60.292581343828175,46.847277607374096,49.84493884891961,74.14041728889288,58.32923287601992,61.96930989306497
1334,A,No,60.12766899106082,57.90741440933519,61.462072680491644,63.78613211775905,64.9800126346886,57.79694859296358,63.49935801715134,51.076123166370905,75.04149469708213,59.619754117336505,64.47710087005531,88.63099664020532,61.88990660393442,64.58084240707666
1445,C,No,80.28838190718763,77.19977151459808,73.75992610580407,58.96208452328072,71.34598625570895,62.820032733085036,60.20497740126782,52.477891222546894,54.52612674997406,76.20260906776731,66.8417367198969,58.61104153932351,64.51269237668373,52.986980216896505
2249,A,No,63.27162316520212,58.6665979322004,58.15222310249259,49.20064346956229,75.80072924092293,,70.71809710163438,53.317820484528745,78.91906993374961,58.11655051494907,71.8939284225147,73.12657706975327,58.67152519745077,68.79461345623965
1932,A,No,66.07952736315859,60.78206614665878,64.88456836308535,50.985181705654995,90.11069799513137,61.126795682848716,60.12871830956011,53.16840527679542,70.89059622197185,71.79126912217762,66.46411832000817,65.58438866632152,59.548096786863255,59.58459640676478
162,C,No,82.33764482710376,76.64287000234685,78.8722782111598,62.485671834997824,76.09235341220509,62.77779343741757,67.51451543443551,57.23163930256852,60.62748172527061,74.26180939628783,60.572190868580535,60.37480228675709,56.79696292366757,65.50498240838566
305,C,No,79.89149770349093,65.81928078114052,72.56723522650691,53.03317795174314,71.6921559444879,59.672011736900956,65.73825575045086,64.57312831852076,60.72840470708028,68.59816642482171,67.95414381668674,62.40948234381207,64.90926123391955,69.32145638665978
389,B,No,53.91169404518384,49.62318269839371,44.64511038083222,41.95133546636868,62.22563813471436,60.70090283974814,60.0470556105029,44.4322276793377,66.80777099143988,55.02058778317967,62.48010498628845,62.5813338262942,61.84666160447533,
833,A,No,94.1617716135925,86.68163570934244,89.54704522243722,73.26210672467603,69.97126216425488,64.05807613173015,70.16042549046968,55.34997093478106,75.87698974197892,72.1255972193728,81.3046403338552,71.74100005597388,68.2345185013005,40.896666791887384
2335,C,No,63.54370043277369,65.14476634887794,54.4385390985281,50.58861456695148,96.80757985674022,90.96580428584832,87.30099034932947,77.16831208103491,82.77491196180307,74.648715403834,73.30627362365504,71.81862198170343,87.573671004721,56.32706514139441
2231,A,No,81.07160286766961,75.8030804226791,70.59734923501026,81.81032896516537,66.45637467982995,59.7976668406651,53.32412734855538,50.761930454205576,67.70440140095104,73.88287208181455,77.61470469030797,79.42693074168827,63.654033669928076,
626,C,No,77.3272938055158,65.45413345722781,62.0984417921642,57.983794821528335,83.84021711228979,72.4467592318709,68.89326598054002,61.94651750934212,91.8577309022574,64.03772250687138,66.2958560920252,84.84537949968939,70.27943944962277,64.81552038036392
1036,C,No,82.83011504290833,66.64917856433414,62.39316657193305,54.35897673232035,81.52002988057103,71.91294195633536,66.53538953874859,46.119233816663105,48.28330200264733,75.35458395505967,75.60141059046785,45.011468165942176,68.12433537307982,59.604601054612594
1587,B,No,46.562232841064855,51.34501601819032,57.061758681295736,36.20605418584108,80.33477234294192,71.79791723148779,73.5173462502867,65.84936386488818,73.03387065195582,67.55572519240654,61.61469693273607,61.16276479251145,80.04631087549843,62.27984193735894
2177,A,No,81.53301106233673,76.7629896848104,78.53376203785353,53.35879820394354,64.61623849478535,,53.05232315280287,46.09269722607625,71.94683455690789,65.82621505941663,78.45281343305837,82.0897092595445,53.73786911401674,58.80007493054922
1317,A,No,78.28546018494562,74.67236774634674,66.80328870899663,58.166503627437265,66.15478407443615,,54.16600677881893,49.15098301362224,79.33101959454036,72.53084519530859,73.5482943702951,83.03290849282368,60.564582461338304,70.536709329324
296,A,Sí,46.92362438029304,67.81508948354879,59.25746364802868,52.984584198697156,45.907570537188015,47.536540097239005,50.9850784294454,54.45548222734246,71.68510021410702,64.62690598825897,48.43152653536355,74.29469484280044,59.79787857338327,54.3859375672894
569,A,No,71.04938449575725,72.51031696911647,66.4307910564905,54.2934367164462,76.24705153508997,,59.01170252858783,66.34407730268983,71.92282558611078,76.86797004740477,74.86472542925566,81.06931395564044,69.51107220373505,55.14522857131906
131,A,No,69.24165426014382,60.23466038098702,53.283589463781425,47.915283959410495,72.42123871980381,,66.11016285569198,45.24544209966827,63.5494234729501,62.039404818306046,62.916061544773726,60.692329070392724,56.28669931269543,57.00308244784404
67,C,Sí,40.49064111520809,49.225581549990615,41.662675374036716,47.65551291585883,65.76723910187476,,59.72079517503756,42.01552350721057,78.68746946154128,67.0867250072247,50.95136811103954,64.82667097164429,65.47882632360705,60.591761035857736
1706,A,No,75.1753833095597,66.04599482925036,70.38896364492169,54.419280527518985,67.6436309269754,56.28244928288561,55.650546870712255,49.14258642039701,58.61214314181203,81.00132935432111,70.66524238217576,73.43558850418026,59.33398942368489,66.03466073142955
1276,C,No,77.16675600616395,69.12586051280537,59.923039735641545,57.336680131769626,79.39908471573794,,70.16818594197,63.96376411085855,66.53914001369377,71.7296794440704,78.06915946825143,55.06924710386891,72.07645059192238,62.369937413338704
928,A,No,78.35821138616876,71.23773544191911,68.00294516647926,64.0311249916679,62.29877550718697,58.18616151559029,52.18714572663189,52.1816056457166,65.67081288936525,73.34175082357582,75.13956765222197,75.24083436716806,57.77223906082219,75.95501115850242
1554,B,Sí,26.781332368324648,38.237704628734136,32.265691315451754,28.186993539051862,71.36393468661167,58.825676113569116,67.4836685165204,58.31140853502526,59.60345793401866,47.43239361519631,39.436130546444765,58.45688116375947,65.62700074403966,67.11775988073846
2159,A,No,80.7540857929815,71.06308006428618,71.96062924705231,64.63710619568296,63.827843934419825,56.50024882626228,49.60723901977402,68.00998352799246,70.22916692735598,64.55595225460335,79.89872277063921,85.99726934421241,56.8354118990971,
2463,C,Sí,35.83531348009123,59.58267874826848,54.19514564871896,40.41177807875382,52.126557057829224,59.57590401568239,48.56949447960693,46.348049905556664,54.635364231245816,59.80762494968168,41.11031074563488,62.99482877851408,55.24274687784186,65.90417402452947
1835,A,No,59.16097774108989,51.5893037668942,55.625382815778735,45.00368633263103,59.51757732653338,,48.3061413136995,53.95158448518027,68.12610880703076,62.00521439362735,59.01834829526196,72.13421483231426,52.96330467772389,66.8976938666336
1853,C,No,85.73656279436557,83.17151810613582,69.45952440417615,62.96160268030077,81.75130464355254,81.84114806454832,72.40224729988884,62.168940040200994,62.34204855180171,93.91426900034206,75.80825683133084,62.20514145195344,77.1159773646143,63.34609028255803
987,B,No,43.19626029775459,39.04005363310194,42.106256850202065,34.121798943313316,66.74947446415393,59.87610249020491,65.12843965349433,62.98085681891781,66.44660985518234,64.70702535323434,50.2264273548392,60.98825896326309,62.95993930184095,85.17256792862509
903,A,Sí,27.954563712900196,58.5552631899731,51.08656979426769,46.408868814324094,54.675394129138766,56.361662832855366,51.36135490507531,47.40918686714329,66.69149888251012,63.69916301481515,43.98618895873182,57.53918644816999,55.67407314311323,57.387360385734915
165,B,No,65.59445629613995,63.649425075351026,56.41498185988889,54.11328246094604,76.1933264619471,66.98920308849283,70.15032665019177,55.023972153723456,60.21309530451458,64.69661084578846,65.29520950740341,69.31016420651835,68.45341737802326,69.25303445083698
2467,A,No,65.87174491475612,67.11293360999503,71.06527044564751,63.051383113075694,56.55501658158825,57.08239212931478,50.8607417069262,42.128102977326044,72.88416041861983,55.00201522211831,52.77060965395741,91.22182138932565,58.64943528489004,65.44511991719313
1386,C,No,80.35561568984416,76.70506333143145,73.55550462192468,64.78626498801925,74.24718007177806,66.05883184774844,61.141317455948766,52.331731290349026,81.94231742919368,90.2747884952172,77.28556677228994,69.47289059049267,71.69116281770275,60.281310734447885
1773,A,No,94.36697489146879,87.49944276025718,79.6671162404597,66.03032395572289,65.58221473905093,61.347949102073024,51.45376091991212,60.66983800567368,76.33927218422087,76.4543730555644,78.77321269394533,72.3918730161165,63.46795741742085,43.06715274571333
2486,C,No,75.10948955832168,63.06045918862806,66.52142908698885,53.392324858880535,90.37973068362855,64.62296588697961,57.39842733523115,62.24478186830988,56.465878999981925,75.0395473641167,72.46685949030591,45.07593546917792,62.73920600908884,
1412,B,No,67.25645829907947,70.49993244709567,73.82628151467536,60.62483758646283,79.62091007404426,,62.46776336588972,57.27069399204431,72.59154234140892,74.1705234055285,64.05623876305933,64.4327766970011,74.07916116453657,71.66662096831944
1132,A,No,77.11160864339037,73.48519974774909,64.75620656706096,65.10965362589599,60.86305575431237,60.019814185369015,55.03645318820831,58.552845557646464,79.48560259264856,78.3554918642291,78.3280146231483,85.94410048656253,56.986777863312795,29.846899220516384
121,C,No,84.31945033005205,73.59320084893675,64.07257292915182,63.87189371856654,89.83578129399221,67.12028941469993,60.62408235730552,65.26155934763867,71.79296483382937,76.12451947122995,81.83571666496587,64.99640927981945,74.07712162469872,63.90169654273954
2051,C,No,75.97327168956322,74.80275478557722,77.64755800624812,67.44111060670258,74.8416553178046,67.3960798671437,68.05637527198246,50.16230770809644,68.24308769510147,73.15272127341352,72.21037951769011,94.0814419823315,65.18386069250641,62.768012780608004
793,B,No,81.07354604992754,71.95073507641477,71.54891371009272,54.82183450821853,82.38298353680463,69.839233892252,71.73007748607779,70.36173070796632,79.28926188498384,71.3689523213283,69.32858245154691,69.64743772431545,72.64602233217764,
2386,C,Sí,48.02160423057829,46.219501755619916,45.616842997171254,22.568628910899093,69.04002350632169,67.30095420616561,65.27595676164104,50.40531476933005,59.00533539370327,65.67121701924215,60.24863027652782,38.386080866873606,71.3440665238965,55.63622237252579
804,C,No,71.77823486856704,67.7532924080852,66.7684402667684,71.00543634450668,63.59552027986528,60.45712726756527,64.87331418943067,51.680064833949565,53.43400342092846,64.34252507359884,66.20123408552149,53.18595296230107,63.83996350472981,62.878222447161356
2476,A,No,71.37818827734873,67.15672521187975,61.863333451715086,52.228740942634175,65.25426593230597,,56.52879973764243,47.65935013688088,78.89935167330687,74.36552492975001,75.33955090779688,74.2609757885956,61.9324657897892,58.34504918377878
